orf	chr	gene	geneflag	WtMean	MutMean	WtMean2	MutMean2	fold.mut.by.wt	p	p.paired	w1	w2	w3	m1	m2	m3
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
orf19.3930	Chr5	YUH2	1	775.137133699634	1255.30110717643	920.525490144346	862.8604425436	0.937356381525401	0.788853164368536	0.754478743518624	478.344827586207	784.172413793103	1064.52693150706	770.951924709176	627.534992157379	548.556226486819
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
orf19.922	Chr5	ERG11(ERG16)/ERG11/CYP51/ERG16/L1A1/P45014DM	1	1702.62019951563	1965.27474507999	2006.49487682459	1300.07094675127	0.647931356200975	0.0158285772345636	0.0768696158367953	1781.81034482759	2735.41710875332	2262.45289841229	1582.26890346184	917.65635632387	835.014849928288
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
orf19.4280	Chr5		1	349.749557913351	368.363682193991	380.263931983657	264.246245266948	0.694902206182165	0.747550511713147	0.64449436589012	106.494031830239	402.1239081217	632.173855999033	183.654688055432	182.250190886821	426.833856858592
orf19.3170	Chr5	BUD27	1	548.654667171908	739.456660966076	604.099905227755	486.512421542403	0.805350931745272	0.369053951981599	0.470876518281004	323.913793103448	453.647877984085	784.087310621415	520.30680818907	564.300864676923	386.220114294099
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
orf19.1283	Chr5	MEC1	1	662.47100385247	857.663637563809	748.947181955626	535.259616891815	0.714682730355114	0.0783830312846386	0.12859357242711	438.206896551724	641.141009852217	971.857963596803	614.42838016153	635.399530200359	399.293530040195
orf19.971	Chr5	SKN7	1	726.003269921902	960.631608327078	855.91022196716	712.780770591476	0.832775158302554	0.629267635198236	0.462352451185518	910.174365647365	264.667108753316	1268.07262665174	765.089341730197	379.979291322008	495.280735049953
orf19.1280	Chr5	SUI1	1	5899.29961916815	10442.4930077977	8504.13135773956	8472.37566363625	0.996265850941448	0.78039175705481	0.284212340102427	1803.45557029178	6807.0780399274	2949.95796521665	1995.78079939449	3834.54655629148	1759.76148702990
orf19.1111	Chr5	TAF9	1	669.543079337524	932.473881016644	793.705157828616	674.862425467384	0.850268413668425	0.479455841261853	0.377458178494926	583.464767616192	391.706896551724	939.181028759522	521.803565011941	546.26879007005	431.799985446564
orf19.3216	Chr5		1	1219.41052786697	1254.90263041556	1393.94367410731	755.518719930975	0.542000895706789	0.259560502329921	0.0211859790921232	469.090185676393	2324.81034482759	862.057457407921	546.198075335575	1434.95969059796	380.779362316423
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
orf19.3171	Chr5	ACH1	1	3227.38460583607	6400.57998037924	3851.61395558069	3888.36702191891	1.00954225079722	0.907846413144635	0.825984887641078	3423.34417696812	4915.1833030853	5388.04214557586	3733.96073021445	6439.17914644909	3422.90203680144
orf19.2653	Chr5		1	236.217871158887	328.425110909458	210.339834204474	203.570924967357	0.962140832759233	0.355308195716627	0.390144420962888	-6.44827586206895	16.4640048396855	373.208907029084	265.976313313336	267.748788498314	196.495891820904
orf19.972	Chr5		1	275.496070389677	470.479840461011	257.521234062204	318.358183103873	1.23624051532377	0.348174566739129	0.427456607480922	123.815875081327	44.7096188747731	449.124729996427	424.527500971142	377.721026641887	245.685781119429
orf19.1964	Chr5		1	485.453933795585	649.045434098066	549.129030993881	441.98948113403	0.804891849068812	0.742770172115702	0.635195517541278	404.948275862069	157.155172413793	781.45395700015	554.522143982068	353.365904655697	427.149606700603
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
orf19.6294	Chr5	MYO1	1	531.639366015614	521.418429888825	559.462951334483	318.513918293550	0.569320841592462	0.0192525465691248	0.00743763481175298	484.551724137931	467.724801061008	760.357648549218	419.052522066430	353.313386872439	304.819787933568
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
orf19.4347	Chr5	PRR1	1	1072.0887639911	1279.69484808878	1294.42168440028	996.47850261072	0.769825254489923	0.264052915615854	0.275428966510356	1336.41137326074	648.783866995074	1969.37231533222	956.120494951585	636.24660582516	368.573312827638
orf19.1117	Chr5	FDH3	1	706.139915878045	1584.84466665115	893.170115190993	1264.87787544474	1.41616681294164	0.548281144052984	0.278150894849511	342.301724137931	429.586811857229	820.477749711476	738.51819762868	666.660740685059	469.133903557763
orf19.4337	Chr5	ESBP6	1	664.720306623163	671.065398347682	760.442077809301	446.987810803287	0.587799944068034	0.498120463477019	0.266919706206846	1006.07095490716	115.646063760573	1343.08558552036	659.807169969808	285.782367747482	468.963083438264
orf19.3969	Chr5	HSR1	1	495.189736609428	478.783916577474	541.966275311156	320.055357303572	0.590544784580591	0.0526580875068768	0.0642241927831292	214.656987295826	472.224137931035	597.896669818786	262.628304630598	445.048824779452	213.570953699022
orf19.1946	Chr5	@	1	1461.15956807359	1444.38358570661	1674.57584350395	907.263803247448	0.541787227354871	0.614561514567984	0.268032990274685	111.186339522546	4095.0324933687	532.728537562664	282.558803377248	1503.47159658762	205.513189379933
orf19.1980	Chr5	GIT4	1	249.504320316707	335.872236958444	225.409875480025	212.807944869747	0.944093263068263	0.525174982251977	0.558295597697841	6.4655172413793	79.0689655172414	322.670957105577	236.802684713166	340.170811611966	157.770258398771
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
orf19.3995	Chr5	RIM13	1	497.922184081413	662.731448531757	555.308965104055	467.763322392647	0.842347867200373	0.445220500541581	0.326928077050203	304.859416445623	350.109416445623	702.341719739953	422.343446202147	393.017736494985	297.82937115969
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
orf19.5684	Chr5	MRPL14	1	1530.38814612238	2292.62324370276	1963.69914045896	1552.59234460137	0.790646750621124	0.272795596757064	0.0676620465410357	1115.86206896552	1804.56958128079	1596.81547681888	1256.12033997993	1195.14447717960	941.234162546481
orf19.4229	Chr5	DDP1	1	842.036377138691	1282.31134947636	1019.63829742670	942.030434521966	0.923886869392221	0.697542976301465	0.398105101710645	400.762250453721	1103.59018567639	678.803324887386	445.744685407629	1111.39731299231	321.731580980684
orf19.4024	Chr5	RIB5	1	3538.44908074809	5242.66278261968	4435.90508651999	3733.01013258309	0.841544185408093	0.618874177276987	0.346615954263496	6653.60344827586	1996.58743842365	6630.26101886933	4556.11463937344	1921.44097171287	3382.63289707696
orf19.4025	Chr5	PRE1	1	3546.96823804095	5918.19211365616	4581.88251186892	4138.27587222722	0.90318244990076	0.549325774935651	0.153903242021392	5351.83242589232	2478.05172413793	5090.25275025517	5183.01941813171	1647.68636723337	3729.08834517967
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
orf19.3977	Chr5	GIR1	1	588.35115834458	841.157930330911	643.309585767172	562.174406718047	0.873878485811201	0.95671943710851	0.932896274372553	1018.48154869933	61.6745311554749	1160.72771721478	1009.57107907718	318.945186817456	623.611969794777
orf19.2652	Chr5		1	220.106625704402	323.423913043478	194.161858705305	209.475075352553	1.03416247845685	0.343811469450474	0.372506989183163	-49.3605565638233	15.9026013309135	295.512435422599	203.483576308386	365.681324829846	135.290020630666
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
orf19.4134	Chr5		1	568.81971991761	958.645752282768	626.519864755365	665.538691654885	1.06227867477874	0.822746170229248	0.847315276515011	439.689655172414	497.763262599469	832.741653719085	779.857114044336	478.397617148682	403.688731901325
orf19.925	Chr5		1	543.823320320031	827.57054645754	576.331690668842	505.384014957251	0.87689784049658	0.99939126876327	0.998909812870748	81.2183908045977	905.060496067756	416.295588184649	266.517474819088	796.497830346209	203.449556751530
orf19.3922	Chr5	SDT1	1	1233.67393588968	2106.77541610436	1680.64525236903	1765.41831289229	1.05044078183886	0.743827425321552	0.397603906890532	506.797338173019	1051.04295220811	913.773706579173	658.678037629747	810.701356964968	417.465808906344
orf19.6665	Chr5	NUP4	1	3088.65400388041	3041.4721248579	3838.88187745681	2124.46342599788	0.553406823604924	0.135392759553605	0.00980836947269245	1919.68965517241	5232.25760649087	2304.80704590256	916.139905332277	2529.58965801564	678.967438118172
orf19.4330	Chr5		1	265.729064870399	324.477122967338	240.179696303332	202.445466924018	0.842891676690029	0.96975443561048	0.972179742713872	119.674531155475	47.2440318302387	429.381397716823	322.736783205217	192.612592017115	214.106557355337
orf19.4284	Chr5	PCH1/BUR2	1	1000.77884615385	2038.83001768347	1201.53700519851	1355.27026135907	1.12794716724947	0.841857879713126	0.623310993325511	1988.37628554144	102.840185676393	1792.11307722936	3352.38667380763	362.293927809664	1658.53726543327
orf19.584	Chr5	CCP2	1	240.730106377792	332.722610017528	216.099614059931	212.897766145017	0.956874946777945	0.461559711612877	0.475571889984728	79.0078644888083	-37.3589901477832	392.61270184036	378.904034983739	203.939681839078	213.395794565792
