orf	chr	gene	w1	w2	w3	m1	m2	m3
NA	NA	NA	NA	NA	NA	NA	NA	NA
orf19.6002	Chr3	RPL8B/RPL81	19218.3731527094	24182.6647716758	15614.5699743216	21623.3153625133	20230.1823161204	21792.1160703483
orf19.6002	Chr3	RPL8B/RPL81	10641.0955837871	19354.5478327819	23143.8023189835	30648.6954304544	19180.5264286376	22036.2475063978
orf19.6350	Chr1		107.396551724138	197.461973433797	53.0689121802572	158.955742725510	165.089144263494	240.238854177452
orf19.1655	Chr3	PMP3/PXP2/POX1	12513.1896551724	12664.0538174448	31706.0474920355	12105.4151358586	8743.14116048338	36910.8911405095
orf19.1655	Chr3	PMP3/PXP2/POX1	1582.95523290986	2236.31398275085	4297.13159157431	2177.59591285247	1518.79347178886	8639.24613448097
orf19.6918	Chr7		53.5689655172414	105.273922737502	2197.48496703651	9.27515717316663	32.3729530928546	2085.92760392882
orf19.6918	Chr7		632.758620689655	619.778129814806	0	1042.28463724565	551.999429875352	0
orf19.3780	Chr4		145.275862068966	164.742833251693	0	125.604156493408	91.0092957469451	0
orf19.3780	Chr4		0	0	0	0	16.0366884465182	0
orf19.4163	Chr4		367.186339522546	457.266932345436	7.16004597414256	165.926087871702	189.333708141071	28.6075162938661
orf19.4163	Chr4		563.586206896552	615.924899090406	44.9420028550971	360.092744941933	378.828930060023	23.5174959410270
orf19.3781	Chr4		11.3017241379310	23.1513785247091	0	0	12.6295615753521	0
orf19.3781	Chr4		454.569581280788	262.306171263619	717.87089511191	279.510840362273	292.793544798751	204.739683393567
orf19.5095	Chr1	OSH1	1505.78386699507	1493.58950061709	117.103609056747	1511.50575957125	1053.27411420423	118.113772753031
orf19.5095	Chr1	OSH1	986.258620689655	665.22793194999	1436.02293488617	596.548534683418	813.284335521145	917.2823751925
orf19.1536	Chr2	196623..197660)	3871.94458128079	4126.40629823233	4736.51612711667	3114.74575489218	2891.6607611991	3836.6240087223
orf19.1536	Chr2	196623..197660)	4730.44646098004	6387.24893192995	2681.53950368746	7043.26937782426	4511.47958511575	2596.09291528987
orf19.5268	Chr1	NUT2	22.5338669950739	89.4888108328531	0	25.6100094940237	53.9497660716086	0
orf19.5268	Chr1	NUT2	24.6478779840849	111.180420851976	0	35.5963693669325	95.7247246985882	51.4360980846279
orf19.187	Chr2		1546.94827586207	1886.01937125924	2105.77809247895	1508.41456302815	1161.61363435405	1161.66110342339
orf19.187	Chr2		124.137931034483	155.24920118464	0	60.7030164031179	147.975175460745	7.21513049137173
orf19.3295	Chr1		549.896551724138	623.345636181595	118.817905778409	323.986240523706	227.365592401844	301.966050414227
orf19.3295	Chr1		153.980295566502	263.607345508705	31.9499194338596	30.3552059973925	123.232930393214	108.711655736045
orf19.2444	Chr1	CHS7	1113.79310344828	1387.07013924350	911.446634288473	2004.96073714890	1715.59301173184	1030.63544747505
orf19.2444	Chr1	CHS7	1361.55172413793	1010.51495119773	848.832928556334	2502.83462094105	1733.22636152316	1361.00471748386
orf19.4993	Chr1	SEC18	713.120689655172	709.064788170131	132.911710559435	930.575281628005	713.21450351633	279.883399138071
orf19.4993	Chr1	SEC18	3895.62068965517	2544.56979583687	2034.51934921737	2261.60501732449	4305.04950973482	2931.36908741613
orf19.5662	Chr4	PEP7	53.4555702917772	123.921851751003	366.144285823339	181.450841550986	220.758102416870	411.985704221627
orf19.5662	Chr4	PEP7	401.158866995074	383.661355157145	79.7090832348883	442.168559038336	630.421886591071	171.455236826055
orf19.3674	Chr1	GAL102	788.705570291777	930.461145461314	4698.99131474396	908.565076377916	796.146168544747	5420.06152183666
