chr4,,,,,,,,,,,,,,,,,,,
,,,Expression arrays,,,,,,,,,     CGH arrays,,,,,,,
,,,no backgrd subtracted,backgrd subtracted,,,,,,,,,,,,,,,
,,3153A ,Sor55,3153A ,,Sor55,,Sor55,,,,Sor55,,Sor55,,,,,
,,,,,,,,3153A,,,,3153A,,3153A,,,,,
orf,Gene,Mean,Mean,Mean,± sd,Mean,± sd,Ratio,± sd,p-value,p.paired,Ratio,± sd,Ratio-Corrected,± sd-corrected,A21_CHROMOSOME,A21_STRAND,A21_START,A21_STOP
orf19.362,CTA2,5423.481543,11233.08783,6893.948002,,6682.278759,,0.969296368,,0.953550205,0.812151682,1.067506616,0.077069092,0.997917583,0.052123733,Ca21chr4,W,983,1660
orf19.364,VMA6,2923.699273,5216.145485,3664.728413,,3465.836225,,0.945727987,,0.5731807,0.588467518,1.060600724,0.108314621,1.048278996,0.058748159,Ca21chr4,W,2845,3891
orf19.366,RAD17,575.611265,1307.150179,647.2048868,,833.744789,,1.288223878,,0.139648068,0.204023965,1.139040766,0.107976062,1.125908508,0.109138338,Ca21chr4,C,4904,3894
orf19.367,CNH1,765.9500442,1195.727126,897.1318835,,783.0349016,,0.87282028,,0.633965668,0.581663693,1.144853828,0.196330728,1.120650004,0.183528327,Ca21chr4,W,5033,7435
orf19.371,,1441.159372,2411.833132,1847.489674,,1606.513172,,0.86956544,,0.685074137,0.511873255,1.175573166,0.321135247,1.146691028,0.219456265,Ca21chr4,W,7507,8355
orf19.372,,443.6378697,799.8037135,479.5547775,,503.3747616,,1.049671039,,0.70903212,0.717488025,1.14543534,0.191488555,1.104265827,0.17949946,Ca21chr4,W,8369,8995
orf19.374,,3224.411102,6383.43776,4054.410138,,4060.647406,,1.001538391,,0.934986857,0.871342906,1.134512266,0.158965302,1.115079705,0.157793682,Ca21chr4,C,11315,8937
orf19.376,BDE99,1239.535714,2280.198695,1519.393158,,1410.479268,,0.928317507,,0.695038414,0.680341469,1.143756025,0.225030269,1.120929741,0.183768668,Ca21chr4,C,12630,11383
orf19.377,PHR3,220.9365618,315.0362305,189.6725688,,201.1578254,,1.034260201,,0.337909279,0.363584554,1.113032464,0.213463774,1.077794629,0.160154321,Ca21chr4,W,12792,14307
orf19.5633,,491.841804,734.8852943,528.3109416,,494.7177944,,0.936414061,,0.785124757,0.765920049,1.139874476,0.229026648,1.127076958,0.236262883,Ca21chr4,C,15704,14304
orf19.5634,FRP1,238.4066487,374.81145,208.4791206,,238.4355409,,1.138399355,,0.343891393,0.382676646,1.092110145,0.120387632,1.071215776,0.102470143,Ca21chr4,C,17454,15790
orf19.5635,PGA7,391.6462847,576.9219007,410.5437545,,383.0000832,,0.932909292,,0.961106695,0.954555025,1.065770904,0.141046422,1.033552878,0.074545659,Ca21chr4,W,17801,18460
orf19.5636,RBT5,736.3072119,769.5892737,866.6924149,,526.9005195,,0.607944076,,0.054535142,0.081081702,1.035980924,0.0141957,1.025632976,0.046899422,Ca21chr4,W,19713,20438
orf19.5639,HIS4,1565.575496,4178.020961,1834.163185,,2459.830997,,1.341118946,,0.619942326,0.182844138,1.076069406,0.136834623,1.056446584,0.109154348,Ca21chr4,C,23694,21178
orf19.5640,PEX5,911.2379648,1974.717821,1064.931087,,1285.925822,,1.207520221,,0.671976722,0.465207633,1.029328343,0.072552694,1.013049597,0.041905765,Ca21chr4,C,25631,23853
orf19.5641,CAR2,1466.359761,3892.289523,1734.905442,,2306.143656,,1.329261872,,0.196109131,0.045850179,1.099994939,0.195593299,1.074729995,0.151855228,Ca21chr4,C,27186,25876
orf19.5642,,7337.274766,16509.78287,9636.82637,,10221.09897,,1.060629151,,0.711750253,0.79430908,1.047192792,0.10811108,1.012387505,0.068795867,Ca21chr4,W,27530,27943
orf19.5643,ECM7,439.6418388,834.2849834,461.7744157,,544.8707153,,1.179949986,,0.599630587,0.549736924,1.031417061,0.082169808,1.027641267,0.035037888,Ca21chr4,W,28147,29691
orf19.5644,SMA2,332.502278,516.0262681,324.4061895,,312.1849625,,0.962327393,,0.613003569,0.613672294,0.994783077,0.083681965,0.991950767,0.028835782,Ca21chr4,W,29746,30663
orf19.5645,MET15,17130.56962,31661.12339,20576.51853,,17909.76286,,0.870398111,,0.465877037,0.333530431,1.064825042,0.150552087,1.052805584,0.110294098,Ca21chr4,C,31982,30660
orf19.5646,,422.1951974,746.6927174,447.2625271,,429.3067567,,0.959854069,,0.95998191,0.963144771,1.034629439,0.096407212,1.024156142,0.066699914,Ca21chr4,W,32585,33277
orf19.5647,SUB2,2823.61469,6427.471682,3420.398769,,3797.03226,,1.110113913,,0.62836884,0.224604627,1.05802943,0.123726876,1.043683211,0.054025654,Ca21chr4,C,34763,33383
orf19.5648,,275.6587407,410.8091449,265.6226481,,259.6301141,,0.977439672,,0.484146943,0.479997307,1.098379582,0.186695894,1.09874063,0.178841216,Ca21chr4,W,34782,35390
orf19.5649,,246.0160819,328.4795061,237.3090927,,227.9872497,,0.934611265,,0.535716892,0.548098909,1.063661276,0.102607668,1.06371794,0.15026324,Ca21chr4,W,35436,35975
orf19.5650,PRO3,1500.241182,3729.367545,1843.040027,,2368.823776,,1.2852807,,0.425076292,0.016961274,1.04948792,0.069549213,1.042847508,0.098788937,Ca21chr4,C,36235,35411
orf19.5651,,442.1416209,787.6582127,462.1266863,,513.3359237,,1.110812119,,0.651592707,0.53958305,1.057884569,0.081940692,1.045737126,0.0554705,Ca21chr4,W,36910,39081
orf19.5653,ATP2,17796.0343,36995.72553,22130.68489,,23096.51727,,1.043642227,,0.797184146,0.580784254,1.073585201,0.142969447,1.062246655,0.106601159,Ca21chr4,W,39465,41389
orf19.5654,STE24,1278.562263,2507.857009,1537.009633,,1543.589095,,1.00428069,,0.91428787,0.924342413,0.997830262,0.057998463,1.007323376,0.009694471,Ca21chr4,W,41651,43041
orf19.5655,,278.6524574,468.8745579,259.2694858,,291.9571643,,1.126076072,,0.51545293,0.610551701,1.08125678,0.126675263,1.070108048,0.116499777,Ca21chr4,C,44715,43184
orf19.5657,SWI1,1213.9069,1952.450647,1439.478862,,1238.683749,,0.860508468,,0.223013809,0.157324458,1.067424392,0.072412221,1.042422343,0.036977409,Ca21chr4,C,48100,45137
orf19.5658,MNN10,883.350598,1565.738802,994.0944412,,903.0404632,,0.908405103,,0.567613071,0.189961127,1.067591659,0.124199944,1.052191329,0.070745315,Ca21chr4,C,49314,48307
orf19.5660,TIM11,5155.730902,12668.1689,6516.31552,,8208.324693,,1.259657343,,0.045346906,0.050848714,1.045402847,0.156131146,1.021590428,0.072844548,Ca21chr4,C,50512,49534
orf19.5660.1,PEX10,1238.625504,3009.02253,1570.080413,,2042.010857,,1.300577244,,0.530110847,0.052870412,1.027704965,0.106526893,1.024189003,0.020298309,Ca21chr4,C,51211,50930
orf19.5661,PTC7,1544.181307,3847.326204,1940.419731,,2450.47053,,1.262855913,,0.157702816,0.062193596,1.144967824,0.220453985,1.122914478,0.186472457,Ca21chr4,W,51522,52574
orf19.5662,PEP7,415.2230067,885.9235694,444.6313887,,552.8759203,,1.243447796,,0.342020392,0.291557345,1.030023324,0.044011472,1.021973436,0.042450316,Ca21chr4,W,52683,54020
orf19.5663,RCH1,4326.410852,2929.972837,4875.048944,,1650.156542,,0.338490251,,0.125557181,0.003687103,1.079864306,0.094815278,1.055489261,0.084918996,Ca21chr4,C,55317,54082
orf19.5664,HOF1,729.6811379,921.0373169,813.7549744,,570.8105747,,0.70145264,,0.564590882,0.181133978,1.035546639,0.042111212,1.02846266,0.005946816,Ca21chr4,W,56584,58407
orf19.5665,,1030.23457,2117.06849,1145.858481,,1169.267997,,1.020429675,,0.836184237,0.684392875,1.060722014,0.045010447,1.059978891,0.04800224,Ca21chr4,W,58588,59571
orf19.5666,SUB1,1030.711938,2525.441714,1233.497506,,1550.852857,,1.257280902,,0.525067026,0.241327887,1.069674964,0.108836967,1.061157515,0.084007827,Ca21chr4,W,59717,60157
orf19.5667,MNR2,1196.881405,2052.183504,1439.584577,,1266.626825,,0.87985579,,0.764303947,0.595822895,1.061423297,0.109972317,1.050461756,0.075039351,Ca21chr4,W,60947,63340
orf19.5669,YET1,606.0983857,1540.154837,667.5546048,,916.6778716,,1.373187849,,0.333589174,0.20286303,1.007250778,0.068253125,1.004743352,0.029375255,Ca21chr4,W,63561,64121
orf19.5671,,3054.282446,4984.295782,3658.010504,,3086.144181,,0.843667392,,0.372600655,0.411616182,1.036596266,0.113545311,1.025507801,0.075561145,Ca21chr4,C,66706,64271
orf19.5672,MEP2,841.7862553,1000.92617,928.5441776,,597.3006082,,0.643265687,,0.044980602,0.000961227,1.108378477,0.145558556,1.08597979,0.101660332,Ca21chr4,W,67995,69437
orf19.5673,OPT7,358.9380359,558.0386312,376.7417027,,374.8643145,,0.995016776,,0.684008566,0.704602656,1.062541392,0.120335171,1.042567647,0.068238677,Ca21chr4,C,71749,69506
orf19.5674,PGA10,412.5402144,725.1228448,469.9444743,,536.1834756,,1.130759111,,0.495250689,0.433685806,1.016797341,0.022748285,1.025311816,0.035636721,Ca21chr4,C,73547,72795
orf19.5675,RIS1,1126.807087,1814.80372,1368.029806,,1185.131411,,0.866305256,,0.27173617,0.222573973,1.055017058,0.107132833,1.045995497,0.080436614,Ca21chr4,C,77579,74271
orf19.5676,,986.9912882,1532.258475,1147.588555,,966.608698,,0.84229552,,0.277906009,0.20628667,1.043861312,0.036470119,1.033489416,0.011224051,Ca21chr4,C,80171,78360
orf19.5677,DUR4,271.158616,525.134844,256.622819,,313.318928,,1.20325383,,0.382444163,0.369716647,1.07915308,0.099849428,1.062083556,0.073669462,Ca21chr4,W,81578,83551
orf19.5678a,,351.9319691,620.5973989,349.6771422,,377.3059747,,1.079012406,,0.554876952,0.558886512,,,,,Ca21chr4,W,84045,85634
orf19.4191.1,RLP24,965.7593784,1889.462448,1103.970979,,1112.00067,,1.007273462,,0.923540029,0.817414843,1.017292815,0.077345737,1.027810394,0.077297193,Ca21chr4,W,86317,89235
orf19.4191,HCT5,1188.806005,1878.543924,1381.270103,,1135.704094,,0.822217241,,0.235872851,0.060939232,0.959216908,0.116362334,0.976567656,0.125265337,Ca21chr4,C,90017,89388
orf19.4190,,801.2740747,1796.680671,901.9737508,,970.5653283,,1.076046091,,0.827262123,0.738435668,1.041933125,0.055865339,1.021500954,0.024708931,Ca21chr4,W,90450,90923
orf19.4189,,406.1883798,699.9545097,418.5024077,,432.3524925,,1.033094397,,0.692904395,0.671286804,0.975676051,0.033637228,0.98903552,0.057709737,Ca21chr4,C,92485,91409
orf19.4188,NMD5,1001.875318,2188.684753,1162.808801,,1281.45094,,1.102030651,,0.985080643,0.934447139,0.984030569,0.025313101,0.987683826,0.052652252,Ca21chr4,C,96782,93729
orf19.4187,MMM1,397.8415845,706.0817071,406.7333344,,424.1397068,,1.042795539,,0.747747494,0.732229411,1.004830183,0.05192451,1.013792427,0.014324559,Ca21chr4,C,98893,97574
orf19.4186,PCT1,924.1919445,1892.98073,1071.601406,,1166.803302,,1.088840771,,0.561068348,0.451856287,0.976322607,0.033731492,0.982694032,0.042049221,Ca21chr4,C,100504,99131
orf19.4185,,722.7580544,1501.141207,884.0911992,,1066.13724,,1.205913192,,0.444533876,0.236410198,1.065800345,0.021343405,1.069659021,0.025703839,Ca21chr4,W,100986,101441
orf19.4184,YAP180,1123.224654,1808.474406,1331.269061,,1147.549691,,0.861996815,,0.814905851,0.429992769,1.055424902,0.054805172,1.03941833,0.048173586,Ca21chr4,C,103606,101597
