chr7,,,,,,,,,,,,,,,,,,,
,,,Expression arrays,,,,,,,,,     CGH arrays,,,,,,,
,,,no backgrd subtracted,backgrd subtracted,,,,,,,,,,,,,,,
,,3153A ,Sor55,3153A ,,Sor55,,Sor55,,,,Sor55,,Sor55,,,,,
,,,,,,,,3153A,,,,3153A,,3153A,,,,,
orf,Gene,Mean,Mean,Mean,± sd,Mean,± sd,Ratio,± sd,p-value,p.paired,Ratio,± sd,Ratio-Corrected,± sd-corrected,A21_CHROMOSOME,A21_STRAND,A21_START,A21_STOP
orf19.7125,,536.9143447,895.2758686,603.1747859,,620.1193794,,1.028092344,,0.880337577,0.846785328,1.750726893,0.278673655,1.680991376,0.249768194,Ca21chr7,C,1155,97
orf19.7124,RVS161,3287.593131,9785.366737,4694.815724,,7132.475526,,1.519223745,,0.146236423,0.010055058,1.569712334,0.146354271,1.539468854,0.131880589,Ca21chr7,C,2040,1246
orf19.7123,,1791.803598,5827.696356,2335.400102,,4002.514738,,1.713845407,,0.123659999,0.127241962,1.696862211,0.27169697,1.638603011,0.239939383,Ca21chr7,W,2278,2769
orf19.7121,,1370.611577,4540.655441,1618.058288,,2672.950942,,1.651949724,,0.092404442,0.055207911,1.650647458,0.27380291,1.618202237,0.292772348,Ca21chr7,C,3421,2747
orf19.7119,RAD3,1075.364648,3055.102176,1256.17609,,1948.653041,,1.551257866,,0.004312464,0.007934509,1.677517274,0.238254452,1.632138432,0.224951574,Ca21chr7,C,5761,3464
orf19.7118,ADK2,2848.201417,6986.264967,3518.409105,,4332.124835,,1.231273768,,0.449727554,0.148662891,1.813520107,0.274722191,1.788613432,0.31362764,Ca21chr7,C,6467,5799
orf19.7116,LEO1,1717.178686,5845.767154,2153.050613,,3957.46143,,1.838071714,,0.020574075,0.009142465,1.592039078,0.23370777,1.525018094,0.158852383,Ca21chr7,C,7476,6523
orf19.7115,SAC7,784.3969183,2035.367635,896.936739,,1310.658259,,1.461260535,,0.124551545,0.079192637,1.703238922,0.310105867,1.640139543,0.267792102,Ca21chr7,C,9430,7583
orf19.7114,CSA1,459.7781617,841.2322851,521.2612228,,570.5076956,,1.094475612,,0.429318016,0.419797786,1.363259952,0.187478405,1.336266067,0.144324932,Ca21chr7,C,13080,10024
orf19.7112,FRP2,688.733158,1617.098985,795.9216937,,1042.404491,,1.309682221,,0.213251412,0.115040839,1.579499031,0.15376808,1.535767452,0.125314175,Ca21chr7,W,14047,15825
orf19.7111.1,SOD3,1146.527488,3502.479181,1409.710074,,2224.277483,,1.577826196,,0.012078008,0.020296914,1.70877133,0.142360857,1.642272688,0.145102269,Ca21chr7,W,15982,16662
orf19.7111,SOD3,6409.655472,27745.51603,10154.66981,,17237.75109,,1.697519605,,0.069087959,0.073475729,1.582310861,0.061811307,1.566174547,0.124700424,Ca21chr7,W,16744,17208
orf19.7110,TAD1,474.1197826,1409.020668,524.9263056,,889.8578149,,1.695205223,,0.029881238,0.044973694,1.634844756,0.218399264,1.6048642,0.171825638,Ca21chr7,W,17255,18298
orf19.7109,,1505.093319,4754.117232,1802.97247,,2823.637574,,1.566101325,,0.026271344,0.042026183,1.662474241,0.186767363,1.624437915,0.157292749,Ca21chr7,C,18851,18321
orf19.7108,RPE1,4371.670977,17227.61532,5777.070574,,11457.03343,,1.983190838,,0.134722961,0.000721504,1.640482562,0.248401953,1.599890746,0.227352677,Ca21chr7,W,19179,19871
orf19.7107,,1321.532935,5036.6184,1655.796292,,3243.408276,,1.958820836,,0.048492976,0.044937478,1.560238877,0.075285396,1.517403239,0.031665308,Ca21chr7,C,20349,19888
orf19.7106,VPS70,821.4147595,1870.328876,951.735976,,1206.310274,,1.267484159,,0.510278326,0.123753483,1.588983949,0.146920561,1.557122592,0.111243713,Ca21chr7,W,21072,23375
orf19.7105,FAR1,218.9192761,596.818427,194.2664586,,410.4299568,,2.033251943,,0.141662774,0.152227015,1.609537374,0.179969498,1.558550583,0.125932715,Ca21chr7,W,23536,25842
orf19.7104,,769.8060897,2523.422856,940.6247355,,1686.55233,,1.793012949,,0.027909721,0.029203108,1.665531274,0.159165082,1.610081388,0.126646365,Ca21chr7,W,26062,27036
orf19.7103,GFD2,695.2147834,2269.068489,871.9290893,,1704.481432,,1.954839508,,0.201686435,0.008620516,1.660350717,0.278971722,1.590844197,0.200276907,Ca21chr7,W,27138,28232
orf19.7102,,585.1940129,1438.315721,650.2526189,,861.5644579,,1.32496884,,0.469377367,0.31939777,1.599887733,0.064053914,1.582988165,0.037805293,Ca21chr7,W,30551,31618
orf19.7101,TEL2,668.1112007,1406.188877,798.2869262,,933.6384635,,1.169552492,,0.626084534,0.321705624,1.605701959,0.182828519,1.561932014,0.117563551,Ca21chr7,C,30591,28225
orf19.7100,,427.3284975,682.1961603,430.6778948,,401.9600335,,0.933319398,,0.666115187,0.608338871,1.531673889,0.069744879,1.498762312,0.049852603,Ca21chr7,W,31779,33545
orf19.7098,,505.5654182,1829.741485,593.6707371,,1210.023815,,2.038206938,,0.03405619,0.039873975,1.555027017,0.206510738,1.525437727,0.185291399,Ca21chr7,W,33810,34454
orf19.7097,,1851.244159,5696.191383,2286.827752,,3422.766842,,1.496731373,,0.051491021,0.030417775,1.516834245,0.082612028,1.48176608,0.038157486,Ca21chr7,C,35195,34632
orf19.7096,,1229.448638,2657.912088,1482.253255,,1643.027289,,1.108465968,,0.403350026,0.46329629,1.553298041,0.113713425,1.523085958,0.09605609,Ca21chr7,C,38295,35365
orf19.7095,,1281.392152,4230.828943,1568.110512,,2770.640657,,1.766865687,,0.00374744,0.008968446,1.55852474,0.148307502,1.514864683,0.093477928,Ca21chr7,W,38507,39679
orf19.7094,HGT12,454.9715274,655.3716749,473.0757228,,405.6468383,,0.857467037,,0.492670784,0.478666376,1.552420218,0.216515176,1.513988966,0.083270272,Ca21chr7,W,41587,43167
orf19.7093,HGT13,364.1693053,596.6780504,367.2076462,,382.5196851,,1.041698584,,0.736249813,0.692764668,1.535812479,0.081303076,1.507356623,0.054339126,Ca21chr7,C,45102,43379
orf19.7092,,954.9788134,3556.850196,1151.891075,,2287.554931,,1.985912541,,0.002558062,0.007465851,1.522773615,0.067456242,1.499544138,0.013551393,Ca21chr7,W,46309,47109
orf19.7091,,2195.165468,4537.311625,2808.138635,,3025.634428,,1.077451943,,0.74085618,0.608137112,1.601735749,0.16362041,1.55814217,0.116177534,Ca21chr7,C,47988,47152
orf19.7089,PMR1,1532.09254,3755.126145,1784.151291,,2280.827725,,1.278382465,,0.232497298,0.132140947,1.625622705,0.17144294,1.576659547,0.130043967,Ca21chr7,C,51214,48461
orf19.7088,SUA5,671.0531396,1735.692308,760.5875243,,1075.884969,,1.414544592,,0.054462733,0.028397445,1.63566118,0.3092338,1.565489429,0.233299009,Ca21chr7,C,52855,51707
orf19.7086,KAP114,669.5562185,1727.850169,754.8027058,,1037.714983,,1.374816194,,0.0346497,0.011934111,1.554672607,0.194033863,1.505483621,0.156772307,Ca21chr7,C,55866,52951
orf19.7085,,7810.65587,20850.46365,11569.29503,,13725.4855,,1.186371811,,0.297855898,0.196228296,1.463544776,0.057590941,1.43342865,0.074495506,Ca21chr7,C,57377,56058
orf19.7084,,1651.823509,5499.765861,2121.389384,,3446.944559,,1.624852366,,0.011546871,0.074181831,1.580443387,0.198367279,1.525243934,0.097945563,Ca21chr7,W,59071,60084
orf19.7083,DCC1,380.0853773,791.960872,386.8836298,,464.9934218,,1.201894797,,0.44813842,0.476351014,1.455634071,0.04952943,1.460146357,0.054952747,Ca21chr7,W,60279,61298
orf19.7082,PET8,426.9614279,1417.517948,456.9334525,,828.9504274,,1.814160077,,0.137956451,0.170384394,1.563105648,0.228191138,1.532657625,0.24662581,Ca21chr7,W,61437,62255
orf19.7081,SPL1,3446.396352,8933.238056,4368.06626,,5816.436269,,1.331581511,,0.449376343,0.175907526,1.530525072,0.222756417,1.492135595,0.147436922,Ca21chr7,W,62478,63944
orf19.7080,LEU2,1228.406332,4309.698702,1500.125588,,2693.374125,,1.795432427,,0.401133815,0.069854312,1.524682986,0.102903435,1.49082291,0.08245034,Ca21chr7,W,64158,65279
orf19.7079,BUD3,407.4712104,633.8928015,418.0493417,,382.9562545,,0.916055155,,0.916095258,0.897168143,1.551790515,0.174919073,1.502741819,0.103999692,Ca21chr7,C,68746,65303
orf19.7078,,630.9972527,1736.20851,783.3704103,,1295.807801,,1.654144431,,0.359124655,0.19080304,1.516397807,0.079135349,1.478725151,0.045386404,Ca21chr7,C,69539,69078
orf19.7077,FRE7,1418.599138,3849.437408,1859.089113,,2496.82698,,1.343037815,,0.516497356,0.199001709,1.528722814,0.11458567,1.492276123,0.047258113,Ca21chr7,W,70601,72361
orf19.7076,GBP2,3834.999606,9534.793898,4920.765023,,6114.898647,,1.242672352,,0.20663776,0.053412102,1.562078093,0.183293013,1.52672783,0.113138792,Ca21chr7,C,74332,72658
orf19.7074,SGF29,460.2693591,1228.498313,494.2022533,,774.6076159,,1.567389891,,0.072173139,0.027452334,1.493396709,0.089072783,1.470356264,0.085849082,Ca21chr7,C,75454,74657
orf19.7073,,379.3798772,897.5744813,388.1598298,,590.2082535,,1.520528937,,0.046059429,0.052839164,1.495674263,0.068037397,1.497118178,0.11010503,Ca21chr7,W,75620,76342
orf19.7072,PEL1,688.7445844,1432.871089,826.2130774,,956.085604,,1.157190112,,0.657932947,0.57725885,1.578128048,0.176556568,1.532640594,0.134830638,Ca21chr7,C,77930,76425
orf19.7071,FGR2,339.9196876,509.064582,361.3064148,,350.871075,,0.961080376,,0.499490293,0.479453651,1.548578269,0.114244177,1.534918981,0.061425698,Ca21chr7,W,79446,80990
orf19.7070,,252.6624668,468.3132351,228.8449411,,294.5012163,,1.286902891,,0.542592977,0.64561954,1.639232766,0.263282471,1.56895937,0.201861141,Ca21chr7,W,81346,81816
orf19.7069,,529.5827688,1769.167245,584.4025173,,1051.745755,,1.799694088,,0.108844694,0.09311266,1.611500309,0.256041895,1.546669685,0.178680172,Ca21chr7,C,81905,81174
orf19.7068,MAC1,349.3050398,671.4459652,344.0677748,,412.1042335,,1.197741444,,0.465508843,0.403510013,1.50677583,0.103646156,1.496245388,0.057446861,Ca21chr7,W,82584,83879
orf19.7067,CTR9,931.7338261,1859.826628,1032.717385,,1129.110946,,1.093339729,,0.77327647,0.432590906,1.524123883,0.13981464,1.503169525,0.094326996,Ca21chr7,W,84177,87452
orf19.7065,,600.8873804,1883.652962,702.7901584,,1146.394536,,1.631204595,,0.287429622,0.468929361,1.501922342,0.047019892,1.505875453,0.043008879,Ca21chr7,C,88111,87578
orf19.7064,GLN4,1043.155923,3000.659807,1206.907807,,1842.229425,,1.526404432,,0.593163611,0.050424577,1.476034331,0.101895319,1.45902639,0.032345661,Ca21chr7,C,91080,88681
orf19.7063,,514.0795179,1407.308255,559.127881,,843.828072,,1.509186182,,0.15379034,0.103064986,1.548430959,0.08263335,1.522779404,0.045093185,Ca21chr7,C,92165,91359
orf19.7062,RPA135,1041.165573,3466.730168,1244.853574,,2180.901847,,1.751934439,,0.337940751,0.095770152,1.535879582,0.106954328,1.514191038,0.083033807,Ca21chr7,W,92423,95923
orf19.7061,,348.0547994,833.1400562,360.3119293,,561.5997786,,1.537518158,,0.302940166,0.247947679,1.560717533,0.129890216,1.520613485,0.010269177,Ca21chr7,C,96723,96043
orf19.7060,,881.3206233,1826.979664,1036.484034,,1205.116709,,1.162696838,,0.2727137,0.216905353,1.557428828,0.082118082,1.536475027,0.016132841,Ca21chr7,W,96928,97902
