orf19.4212,FET99,6,232.2 ,67.0 ,0.3 ,0.352 ,0.718270605,0.104529737,1.1 ,0.174 ,85591,83711,C
orf19.6329,,6,1387.5 ,440.1 ,0.3 ,0.182 ,0.189139125,0.022850194,1.0 ,0.046 ,11351,10266,C
orf19.5597,POL5,6,134.9 ,56.4 ,0.4 ,0.727 ,0.544271535,0.169798264,1.0 ,0.063 ,655323,658490,W
orf19.3440,FRP5,6,479.9 ,211.4 ,0.4 ,0.262 ,0.008334365,0.013119587,1.0 ,0.052 ,288351,287518,C
orf19.5519,GCV1,6,1442.7 ,639.5 ,0.4 ,0.293 ,0.2505549,0.049056712,1.0 ,0.063 ,519054,517870,C
orf19.4555,ALS4,6,3082.4 ,1408.6 ,0.5 ,0.257 ,0.007264902,0.012658049,1.1 ,0.171 ,904976,898674,C
orf19.5611,,6,420.8 ,210.4 ,0.5 ,0.507 ,0.284858619,0.187446626,1.0 ,0.051 ,679563,680594,W
orf19.1189,,6,2451.7 ,1290.1 ,0.5 ,0.354 ,0.401248341,0.106744637,1.0 ,0.051 ,39779,41833,W
orf19.2160,NAG4,6,185.2 ,99.2 ,0.5 ,0.552 ,0.165707476,0.22510403,1.1 ,0.213 ,1027113,1025368,C
orf19.3406,,6,887.7 ,479.1 ,0.5 ,0.214 ,0.016046487,0.024346529,1.0 ,0.089 ,375610,374207,C
orf19.5549,,6,118.1 ,63.6 ,0.5 ,0.315 ,0.45053449,0.251824853,1.0 ,0.054 ,569428,570105,W
orf19.5510,,6,870.7 ,484.3 ,0.6 ,0.264 ,0.205051979,0.016616599,1.0 ,0.065 ,503452,507309,W
orf19.3435,,6,803.0 ,454.3 ,0.6 ,0.156 ,0.41521461,0.067596346,1.1 ,0.081 ,298115,297672,C
orf19.5558,RBF1,6,1221.2 ,691.1 ,0.6 ,0.239 ,0.128636072,0.030437859,1.0 ,0.031 ,588152,586548,C
orf19.3434,,6,447.9 ,261.3 ,0.6 ,0.210 ,0.737159768,0.009790921,1.0 ,0.043 ,301239,298270,C
orf19.5621,,6,285.4 ,168.2 ,0.6 ,18.904 ,0.888224957,0.849930189,1.0 ,0.043 ,700043,697278,C
orf19.4192,CDC14,6,422.4 ,250.6 ,0.6 ,0.685 ,0.680199044,0.413960791,1.1 ,0.099 ,116893,118596,W
orf19.1091,,6,940.8 ,574.0 ,0.6 ,0.406 ,0.661595991,0.068211083,1.0 ,0.037 ,955195,957267,W
orf19.1093,FLO8,6,618.0 ,393.0 ,0.6 ,0.284 ,0.079754344,0.05501552,1.1 ,0.081 ,962185,959807,C
orf19.6336,PGA25,6,1066.3 ,682.8 ,0.6 ,0.423 ,0.116164219,0.114747099,1.1 ,0.237 ,9900,7282,C
orf19.3465,RPL10A,6,30363.8 ,19494.1 ,0.6 ,0.571 ,0.753219637,0.601469564,1.0 ,0.050 ,466025,465372,C
orf19.3449.2,,6,1251.5 ,806.9 ,0.6 ,0.221 ,0.227249428,0.029119989,1.1 ,0.104 ,267995,267288,C
orf19.84,CAN3,6,514.8 ,332.9 ,0.6 ,0.582 ,0.430348231,0.224413033,1.1 ,0.223 ,161777,159898,C
orf19.5586,,6,871.6 ,567.8 ,0.7 ,0.255 ,0.529990193,0.059322274,1.0 ,0.050 ,640365,637417,C
orf19.3430,,6,1620.4 ,1062.7 ,0.7 ,0.507 ,0.43639033,0.273673965,1.0 ,0.039 ,319769,320803,W
orf19.3468,ALG11,6,907.1 ,599.7 ,0.7 ,0.318 ,0.420293587,0.121938232,1.0 ,0.067 ,472911,471082,C
orf19.3431,,6,256.9 ,171.5 ,0.7 ,0.251 ,0.774893668,0.051485323,1.0 ,0.047 ,317775,314089,C
orf19.689,PLB1,6,214.2 ,143.9 ,0.7 ,0.179 ,0.762593099,0.011278832,1.0 ,0.090 ,405984,407801,W
orf19.4553,,6,421.7 ,283.4 ,0.7 ,0.168 ,0.838096026,0.024283865,1.0 ,0.032 ,910392,908224,C
orf19.3409,SEC12,6,2383.0 ,1604.7 ,0.7 ,0.323 ,0.293828748,0.178651563,1.0 ,0.074 ,369918,372443,W
orf19.5537,,6,621.7 ,420.6 ,0.7 ,0.281 ,0.092193061,0.036842589,1.1 ,0.113 ,548957,547659,C
orf19.107,,6,1876.0 ,1280.6 ,0.7 ,0.393 ,0.547298677,0.073774322,1.1 ,0.086 ,204200,201705,C
orf19.3399,,6,865.9 ,595.1 ,0.7 ,0.450 ,0.627700694,0.257751845,1.1 ,0.054 ,383745,386039,W
orf19.3501,,6,381.8 ,264.3 ,0.7 ,0.140 ,0.439318672,0.003740162,1.0 ,0.055 ,429683,426543,C
orf19.5750,SHM2,6,11193.7 ,7873.7 ,0.7 ,0.302 ,0.203868651,0.084322216,1.0 ,0.069 ,812212,810800,C
orf19.5578,,6,464.0 ,327.7 ,0.7 ,0.146 ,0.836860036,0.009477088,1.0 ,0.044 ,618073,619764,W
orf19.3470,,6,231.6 ,163.7 ,0.7 ,0.453 ,0.653304116,0.210290039,1.0 ,0.051 ,478131,475750,C
orf19.3506,DBR1,6,100.8 ,72.2 ,0.7 ,26.150 ,0.669282459,0.62627911,1.0 ,0.079 ,419093,420490,W
orf19.3394,,6,851.3 ,608.3 ,0.7 ,0.469 ,0.441402642,0.358764154,1.1 ,0.109 ,389358,389987,W
orf19.3439,,6,285.4 ,204.1 ,0.7 ,0.319 ,0.552977975,0.040574735,1.0 ,0.077 ,290450,289497,C
orf19.5533,,6,440.0 ,315.2 ,0.7 ,0.389 ,0.936374698,0.547678451,1.0 ,0.057 ,537435,535138,C
orf19.3459,,6,628.6 ,451.0 ,0.7 ,1.011 ,0.811647274,0.662692606,1.0 ,0.059 ,455539,454319,C
orf19.3429,FGR47,6,102.7 ,73.7 ,0.7 ,0.807 ,0.796351504,0.551688233,1.0 ,0.032 ,324463,321539,C
orf19.5760,IHD1,6,2924.3 ,2100.4 ,0.7 ,0.871 ,0.777178629,0.436275987,1.1 ,0.121 ,839640,838462,C
orf19.5588,PGA60,6,166.3 ,119.9 ,0.7 ,0.561 ,0.883558048,0.539270682,1.0 ,0.085 ,643694,645919,W
orf19.3505,,6,324.5 ,238.4 ,0.7 ,0.643 ,0.825944832,0.670497386,1.0 ,0.069 ,422329,424725,W
orf19.5575,,6,320.2 ,237.4 ,0.7 ,4.392 ,0.899359331,0.75824944,1.0 ,0.061 ,613501,611882,C
orf19.5602,BMT6,6,5441.6 ,4093.0 ,0.8 ,0.445 ,0.720261753,0.375542122,1.1 ,0.117 ,665322,663382,C
orf19.5605,,6,2149.5 ,1617.6 ,0.8 ,0.353 ,0.111330924,0.181802438,1.1 ,0.162 ,672439,669449,C
orf19.3456,,6,157.2 ,118.5 ,0.8 ,0.380 ,0.788522873,0.194595357,1.0 ,0.044 ,449592,451262,W
orf19.124,CIC1,6,777.4 ,587.8 ,0.8 ,0.391 ,0.745021962,0.226129612,1.0 ,0.059 ,228119,229216,W
orf19.3644,,6,739.4 ,563.3 ,0.8 ,0.306 ,0.791258273,0.36861668,1.1 ,0.080 ,144532,142385,C
orf19.3653,FAT1,6,1369.0 ,1044.0 ,0.8 ,0.342 ,0.964824173,0.850352859,1.0 ,0.052 ,129850,131802,W
orf19.2158,NAG3,6,1461.6 ,1119.9 ,0.8 ,0.617 ,0.245427999,0.292029438,1.1 ,0.226 ,1025158,1023473,C
orf19.3648,,6,148.3 ,115.0 ,0.8 ,0.393 ,0.595556348,0.168506217,1.1 ,0.091 ,137049,135201,C
orf19.5565,,6,10013.4 ,7817.6 ,0.8 ,0.184 ,0.470230266,0.030380126,1.0 ,0.061 ,598758,597694,C
orf19.5773,,6,3913.5 ,3074.2 ,0.8 ,0.438 ,0.752790923,0.523330051,1.0 ,0.091 ,857571,859673,W
orf19.3453,,6,1403.6 ,1103.3 ,0.8 ,0.360 ,0.590972188,0.108679874,1.0 ,0.049 ,444675,447635,W
orf19.85,GPX2,6,800.8 ,630.0 ,0.8 ,0.092 ,0.237937915,0.003319746,1.0 ,0.054 ,165076,165567,W
orf19.96,TOP1,6,741.0 ,584.2 ,0.8 ,0.194 ,0.596297802,0.085388724,1.0 ,0.044 ,188928,186586,C
orf19.132,,6,574.2 ,454.0 ,0.8 ,0.205 ,0.308480856,0.037609235,1.1 ,0.090 ,240202,238421,C
orf19.1196,,6,1525.6 ,1206.9 ,0.8 ,0.570 ,0.97146153,0.90297211,1.1 ,0.109 ,60917,63502,W
orf19.3455,,6,110.8 ,87.7 ,0.8 ,0.478 ,0.852504242,0.291115602,1.0 ,0.055 ,449123,447762,C
orf19.5771,PBP2,6,1513.8 ,1203.0 ,0.8 ,0.678 ,0.799474038,0.595109104,1.0 ,0.095 ,855456,853867,C
orf19.5742,ALS9,6,307.3 ,244.9 ,0.8 ,0.200 ,0.428888158,0.115595427,1.0 ,0.137 ,798023,803695,W
orf19.3415.1,RPL32,6,1248.8 ,995.8 ,0.8 ,0.210 ,0.664363343,0.09518552,1.0 ,0.060 ,357012,357849,W
orf19.3422,FMP27,6,1080.7 ,861.9 ,0.8 ,0.213 ,0.498149102,0.103383343,1.0 ,0.045 ,348064,340358,C
orf19.3423,TIF3,6,1232.2 ,985.2 ,0.8 ,0.636 ,0.980469261,0.933513449,1.0 ,0.073 ,337289,338656,W
orf19.5531,CDC37,6,580.7 ,464.5 ,0.8 ,0.437 ,0.906315843,0.380515977,1.0 ,0.057 ,533889,532363,C
orf19.4199,,6,1049.2 ,840.2 ,0.8 ,0.361 ,0.738352443,0.514653124,1.0 ,0.027 ,107927,109498,W
orf19.5732,NOG2,6,2018.3 ,1622.3 ,0.8 ,0.182 ,0.289415833,0.047747164,1.0 ,0.050 ,772990,775192,W
orf19.4206,,6,148.8 ,119.9 ,0.8 ,0.296 ,0.916850804,0.42932962,1.0 ,0.059 ,98566,100410,W
orf19.3480,,6,651.6 ,525.5 ,0.8 ,0.381 ,0.565794049,0.158181476,0.9 ,0.053 ,495792,494341,C
orf19.131,,6,13013.7 ,10503.1 ,0.8 ,0.421 ,0.460881383,0.561116139,1.0 ,0.047 ,237112,237786,W
orf19.5722,,6,185.1 ,149.8 ,0.8 ,0.379 ,0.825932817,0.248641849,1.1 ,0.044 ,755643,754024,C
orf19.3483,,6,905.5 ,734.1 ,0.8 ,0.195 ,0.565440062,0.07841991,1.0 ,0.041 ,501608,502825,W
orf19.3469,,6,1229.2 ,1012.8 ,0.8 ,0.228 ,0.456270502,0.099033091,1.0 ,0.064 ,474249,475436,W
orf19.92,,6,3175.3 ,2616.5 ,0.8 ,0.299 ,0.842349456,0.412395704,1.1 ,0.102 ,181089,178399,C
orf19.1186,,6,1556.9 ,1294.8 ,0.8 ,0.437 ,0.441695599,0.524043058,1.1 ,0.251 ,30104,30796,W
orf19.5561,RAV2,6,686.1 ,570.9 ,0.8 ,0.143 ,0.630054236,0.042765091,1.0 ,0.041 ,590479,593712,W
orf19.1096,,6,355.5 ,296.0 ,0.8 ,0.281 ,0.638501694,0.308738025,1.0 ,0.022 ,966081,968720,W
orf19.3448,,6,3221.2 ,2685.2 ,0.8 ,0.135 ,0.678957849,0.13187056,1.0 ,0.073 ,272389,272730,W
orf19.5541,,6,335.0 ,279.3 ,0.8 ,0.396 ,0.391645354,0.19038393,1.0 ,0.092 ,556040,554106,C
orf19.3496,,6,2608.4 ,2177.2 ,0.8 ,0.341 ,0.273279995,0.310546674,1.0 ,0.037 ,438049,443028,W
orf19.5702,,6,377.6 ,315.9 ,0.8 ,0.448 ,0.869879476,0.729295273,1.0 ,0.044 ,725138,720336,C
orf19.5747,,6,1259.9 ,1058.1 ,0.8 ,0.276 ,0.571255473,0.110306777,1.0 ,0.068 ,808842,807460,C
orf19.684,,6,1551.2 ,1305.0 ,0.8 ,0.239 ,0.337904883,0.172984063,1.0 ,0.054 ,396286,394739,C
orf19.2151,NAG6,6,4037.9 ,3402.6 ,0.8 ,0.396 ,0.298750978,0.448955164,1.1 ,0.166 ,1016993,1019365,W
orf19.5530,NAB3,6,640.5 ,540.0 ,0.8 ,0.185 ,0.893524914,0.441556702,1.1 ,0.129 ,529703,532213,W
orf19.3481,,6,1209.4 ,1020.8 ,0.8 ,0.240 ,0.609431471,0.110626618,1.0 ,0.047 ,496121,497788,W
orf19.73,,6,276.6 ,233.8 ,0.8 ,0.406 ,0.360046529,0.180281747,1.0 ,0.035 ,920465,923449,W
orf19.1086,,6,2923.9 ,2480.3 ,0.8 ,0.357 ,0.385115601,0.449809644,1.0 ,0.042 ,948405,950273,W
orf19.5746,ALA1,6,6251.6 ,5305.0 ,0.8 ,0.312 ,0.390008474,0.172583796,1.0 ,0.078 ,804378,807287,W
orf19.1078,HBR2,6,4491.9 ,3816.1 ,0.8 ,0.224 ,0.135948453,0.168302161,1.0 ,0.039 ,932489,931212,C
orf19.5770,OPT8,6,307.9 ,262.0 ,0.9 ,0.139 ,0.362640244,0.068228179,1.1 ,0.137 ,851416,853572,W
orf19.5736,ALS5,6,134.5 ,114.5 ,0.9 ,0.394 ,0.469342577,0.270774837,1.0 ,0.099 ,782616,786659,W
orf19.130,,6,106.0 ,90.9 ,0.9 ,77.753 ,0.367882486,0.298316317,1.0 ,0.057 ,236909,232296,C
orf19.5607,,6,2057.0 ,1758.2 ,0.9 ,0.326 ,0.537522209,0.250785622,1.0 ,0.056 ,674328,675269,W
orf19.3432,,6,278.0 ,238.0 ,0.9 ,10.003 ,0.617585016,0.207078387,1.0 ,0.053 ,306758,308398,W
orf19.3477,,6,651.2 ,557.3 ,0.9 ,0.332 ,0.848613497,0.538281062,1.0 ,0.034 ,492911,491532,C
orf19.3476,,6,1547.8 ,1324.7 ,0.9 ,0.178 ,0.658905513,0.082167856,1.0 ,0.057 ,489921,491222,W
orf19.5566,,6,311.4 ,266.7 ,0.9 ,0.939 ,0.91698777,0.811495939,1.0 ,0.049 ,601332,599971,C
orf19.5705,NAM2,6,274.5 ,235.5 ,0.9 ,0.522 ,0.94998351,0.697150253,1.0 ,0.073 ,730537,727952,C
orf19.2129,,6,377.2 ,323.7 ,0.9 ,0.447 ,0.881276755,0.816839151,1.1 ,0.134 ,991538,989037,C
orf19.1190,,6,1862.5 ,1606.0 ,0.9 ,0.457 ,0.779051213,0.58963736,1.1 ,0.123 ,46683,43852,C
orf19.3475,,6,1568.0 ,1352.2 ,0.9 ,0.292 ,0.443739275,0.154132814,0.9 ,0.099 ,486570,487130,W
orf19.3466,,6,119.2 ,103.0 ,0.9 ,0.330 ,0.898970619,0.372100425,1.0 ,0.042 ,466435,467574,W
orf19.5551,MIF2,6,463.6 ,403.5 ,0.9 ,0.434 ,0.710313289,0.574126858,1.1 ,0.066 ,573084,571522,C
orf19.5617,,6,516.2 ,451.6 ,0.9 ,31.548 ,0.678019996,0.558710236,1.1 ,0.104 ,689479,690918,W
orf19.1092,,6,245.4 ,214.8 ,0.9 ,1.141 ,0.950926305,0.909169934,1.0 ,0.031 ,957611,959170,W
orf19.2128,,6,232.3 ,203.6 ,0.9 ,0.203 ,0.61863713,0.125760561,1.0 ,0.066 ,991541,992731,W
orf19.5735,CDC50,6,1031.3 ,905.8 ,0.9 ,1.146 ,0.546251428,0.309539254,1.0 ,0.050 ,778263,777073,C
orf19.5710,,6,1417.9 ,1247.4 ,0.9 ,0.240 ,0.633861793,0.319471966,1.1 ,0.114 ,731023,734508,W
orf19.5599,MDL2,6,348.6 ,306.7 ,0.9 ,0.876 ,0.954889339,0.936051819,1.0 ,0.085 ,661595,659244,C
orf19.5555,,6,187.0 ,165.4 ,0.9 ,0.127 ,0.953795755,0.234832081,1.1 ,0.087 ,580595,577200,C
orf19.5580,,6,520.4 ,462.5 ,0.9 ,0.347 ,0.823418915,0.651690757,1.0 ,0.064 ,621290,629911,W
orf19.5623,ARP4,6,931.7 ,833.0 ,0.9 ,0.135 ,0.978611969,0.369345114,1.0 ,0.033 ,704853,703444,C
orf19.3428,,6,563.5 ,504.4 ,0.9 ,0.208 ,0.6194023,0.109580195,1.0 ,0.055 ,328521,330002,W
orf19.6319,,6,1254.7 ,1125.9 ,0.9 ,0.336 ,0.948137565,0.838876505,1.1 ,0.159 ,20661,18685,C
orf19.2135,TSM1,6,1104.2 ,997.2 ,0.9 ,0.289 ,0.838372239,0.343370313,1.0 ,0.122 ,1003738,999461,C
orf19.99,HAL21,6,956.8 ,864.3 ,0.9 ,0.368 ,0.897808127,0.726169168,1.1 ,0.101 ,194044,193016,C
orf19.1097,ALS2,6,1488.8 ,1347.2 ,0.9 ,0.719 ,0.66180105,0.443191438,1.1 ,0.309 ,971454,978542,W
orf19.5595,SHE3,6,241.1 ,218.2 ,0.9 ,0.308 ,0.938567855,0.473782873,1.0 ,0.043 ,652332,653891,W
orf19.2149,,6,423.2 ,384.3 ,0.9 ,0.147 ,0.579243932,0.246951929,1.1 ,0.209 ,1015748,1013475,C
orf19.136,,6,2045.9 ,1858.7 ,0.9 ,0.315 ,0.888746416,0.444520642,1.1 ,0.049 ,250103,248010,C
orf19.5612,BMT4,6,881.1 ,801.4 ,0.9 ,0.136 ,0.946547228,0.157620046,1.0 ,0.036 ,682872,685241,W
orf19.1192,DNA2,6,322.1 ,293.2 ,0.9 ,0.386 ,0.615580069,0.397519508,1.1 ,0.087 ,53930,49650,C
orf19.1203.1,,6,684.5 ,625.4 ,0.9 ,0.462 ,0.579937436,0.369473559,1.1 ,0.114 ,74162,74505,W
orf19.122,CDC20,6,630.1 ,579.0 ,0.9 ,0.169 ,0.702504772,0.071950922,1.1 ,0.083 ,224427,226331,W
orf19.3474,IPL1,6,422.9 ,389.2 ,0.9 ,0.410 ,0.871916288,0.790284361,1.0 ,0.036 ,482963,481371,C
orf19.5520,ASG7,6,120.8 ,111.6 ,0.9 ,0.180 ,0.882775358,0.301836496,1.0 ,0.032 ,519843,519397,C
orf19.6323,HPA2,6,502.4 ,464.6 ,0.9 ,0.298 ,0.861246026,0.454377295,1.1 ,0.135 ,16593,16135,C
orf19.5576,,6,2022.2 ,1879.4 ,0.9 ,0.277 ,0.870780952,0.675876851,1.0 ,0.062 ,616211,614547,C
orf19.5521,ISA1,6,1223.4 ,1141.2 ,0.9 ,0.295 ,0.771284675,0.41380304,1.1 ,0.081 ,520904,521713,W
orf19.5723,POX1,6,1088.2 ,1017.8 ,0.9 ,0.166 ,0.588824121,0.42125148,1.0 ,0.087 ,756971,758962,W
orf19.3449,,6,502.9 ,470.9 ,0.9 ,0.140 ,0.855783499,0.545859184,1.0 ,0.040 ,268193,270313,W
orf19.6326,,6,652.2 ,610.9 ,0.9 ,0.140 ,0.77281289,0.132415041,1.2 ,0.275 ,13439,12654,C
orf19.1177,,6,970.4 ,911.3 ,0.9 ,0.221 ,0.798707857,0.505039181,1.1 ,0.096 ,21616,22896,W
orf19.76,SPB1,6,2006.8 ,1888.5 ,0.9 ,0.158 ,0.4655801,0.341243412,1.0 ,0.037 ,916324,913787,C
orf19.3504,RPL23A,6,27064.9 ,25688.1 ,0.9 ,0.626 ,0.977801824,0.963396076,1.0 ,0.070 ,425969,425041,C
orf19.1210,,6,461.9 ,440.4 ,1.0 ,1.218 ,0.867259163,0.741153201,1.0 ,0.089 ,892798,894330,W
