orf19.3190,HAL9,5,144.0 ,2.4 ,0.0 ,0.053 ,0.000162661,0.001186295,0.3 ,0.009 ,415006,411974,C
orf19.4324,,5,59.7 ,3.9 ,0.1 ,0.545 ,0.294231985,0.215838661,0.6 ,0.036 ,660407,660961,W
orf19.6298,SPB4,5,171.8 ,20.4 ,0.1 ,0.272 ,0.007204953,0.00957364,0.4 ,0.048 ,357106,355211,C
orf19.3982,,5,913.7 ,127.6 ,0.1 ,0.492 ,0.220304375,0.064674794,0.6 ,0.022 ,1078944,1080692,W
orf19.940,BUD2,5,172.1 ,26.1 ,0.2 ,0.168 ,0.012768138,0.010842289,0.6 ,0.029 ,93594,89881,C
orf19.3999,,5,109.7 ,17.8 ,0.2 ,0.458 ,0.249423423,0.046098667,0.6 ,0.034 ,1109886,1112189,W
orf19.3895,CHT2,5,3472.1 ,709.2 ,0.2 ,0.256 ,0.000600463,0.006578125,0.6 ,0.081 ,921556,919805,C
orf19.4235,PDE1,5,511.8 ,113.4 ,0.2 ,32.185 ,0.88192412,0.875181242,0.5 ,0.038 ,508165,509445,W
orf19.4295,,5,273.2 ,63.5 ,0.2 ,0.333 ,0.302906679,0.010072178,0.6 ,0.030 ,619739,616686,C
orf19.4242,CST20,5,286.3 ,74.5 ,0.3 ,26.322 ,0.374774594,0.434696302,0.6 ,0.029 ,521587,517901,C
orf19.3984,,5,222.6 ,65.7 ,0.3 ,0.725 ,0.033151864,0.024969295,0.6 ,0.023 ,1088560,1091088,W
orf19.3981,MAL31,5,455.4 ,136.9 ,0.3 ,0.514 ,0.026133106,0.026047844,0.6 ,0.024 ,1076005,1074239,C
orf19.4301,,5,479.0 ,152.1 ,0.3 ,0.225 ,0.017949957,0.008503702,0.5 ,0.036 ,623550,625994,W
orf19.6294,MYO1,5,349.0 ,111.4 ,0.3 ,0.167 ,0.209752334,0.005611304,0.6 ,0.033 ,368537,362691,C
orf19.3969,SFL2,5,330.8 ,108.1 ,0.3 ,0.215 ,0.083557314,0.063082905,0.7 ,0.072 ,1053870,1056014,W
orf19.4257,INT1,5,358.2 ,120.1 ,0.3 ,0.451 ,0.551139891,0.049006789,0.6 ,0.056 ,547677,553247,W
orf19.1960,CLN3,5,496.6 ,167.6 ,0.3 ,0.373 ,0.658274897,0.040567231,0.6 ,0.017 ,245611,244214,C
orf19.4000,FIL2,5,624.4 ,220.2 ,0.4 ,0.191 ,0.004829756,0.003098565,0.6 ,0.058 ,1119088,1121145,W
orf19.956,,5,213.8 ,79.3 ,0.4 ,0.301 ,0.501376481,0.018618366,0.6 ,0.042 ,63318,54415,C
orf19.3954,,5,589.3 ,223.6 ,0.4 ,0.137 ,0.115736307,0.001454082,0.6 ,0.043 ,1015820,1019032,W
orf19.4136,YBL053,5,451.2 ,177.6 ,0.4 ,0.355 ,0.398794595,0.093761746,0.6 ,0.035 ,324438,328229,W
orf19.4002,DUN1,5,132.9 ,52.9 ,0.4 ,0.379 ,0.3149028,0.156477724,0.6 ,0.026 ,1124644,1122956,C
orf19.4322,DAP2,5,275.4 ,111.8 ,0.4 ,0.362 ,0.36772526,0.072618103,0.6 ,0.038 ,657008,659524,W
orf19.3964,ASH2,5,517.1 ,211.3 ,0.4 ,0.261 ,0.051388848,0.006138428,0.6 ,0.080 ,1036689,1038089,W
orf19.3207,CCN1,5,159.1 ,67.1 ,0.4 ,0.348 ,0.70913219,0.07326249,0.6 ,0.036 ,379759,377678,C
orf19.4274,PUT1,5,1889.6 ,806.6 ,0.4 ,0.320 ,0.259874043,0.016982823,0.6 ,0.026 ,580957,582426,W
orf19.4148,,5,388.4 ,165.8 ,0.4 ,1.771 ,0.191151762,0.260168292,0.6 ,0.032 ,342233,340785,C
orf19.1945,AUR1,5,739.3 ,316.0 ,0.4 ,0.314 ,0.002982398,0.018606303,0.6 ,0.032 ,277008,278423,W
orf19.4337,,5,556.8 ,238.9 ,0.4 ,0.309 ,0.560923869,0.038177264,0.7 ,0.048 ,686079,684064,C
orf19.4308,HSL1,5,826.1 ,356.5 ,0.4 ,0.157 ,0.394849596,0.006871872,0.6 ,0.058 ,636248,631860,C
orf19.1963,,5,1523.9 ,663.6 ,0.4 ,0.326 ,0.083672699,0.041043575,0.6 ,0.026 ,231072,229549,C
orf19.4258,,5,1262.7 ,556.9 ,0.4 ,0.862 ,0.282086569,0.325461568,0.6 ,0.055 ,553778,554758,W
orf19.1956,,5,1338.7 ,597.4 ,0.4 ,1.139 ,0.60363262,0.296527391,0.6 ,0.044 ,265067,262806,C
orf19.3949,,5,761.7 ,340.6 ,0.4 ,0.459 ,0.029707027,0.045963768,0.6 ,0.059 ,1009339,1005395,C
orf19.3937,,5,177.6 ,80.2 ,0.5 ,0.350 ,0.662652925,0.06477808,0.5 ,0.035 ,987898,989079,W
orf19.3978,,5,250.2 ,113.8 ,0.5 ,0.175 ,0.01456446,0.004640672,0.6 ,0.053 ,1066976,1067689,W
orf19.4348,,5,277.3 ,126.9 ,0.5 ,1.605 ,0.458975434,0.23591795,0.6 ,0.027 ,712948,716733,W
orf19.1977,URA4,5,2646.9 ,1226.3 ,0.5 ,0.214 ,0.133620554,0.018650995,0.6 ,0.042 ,211286,210210,C
orf19.5685,THS1,5,4590.3 ,2139.7 ,0.5 ,0.405 ,0.059439818,0.073681121,0.6 ,0.064 ,14674,12554,C
orf19.3216,,5,1180.2 ,550.4 ,0.5 ,0.085 ,0.300123749,0.000163317,0.7 ,0.031 ,868715,871219,W
orf19.4280,,5,169.3 ,79.6 ,0.5 ,0.341 ,0.304143184,0.243668938,0.6 ,0.052 ,594542,595192,W
orf19.928,,5,115.3 ,54.3 ,0.5 ,0.687 ,0.688689089,0.179156427,0.6 ,0.025 ,141377,139515,C
orf19.3181.1,,5,1448.0 ,691.3 ,0.5 ,0.185 ,0.002024649,0.008224945,0.6 ,0.094 ,429048,428884,C
orf19.4281,IFH1,5,723.4 ,347.0 ,0.5 ,0.443 ,0.077713094,0.031735241,0.6 ,0.060 ,596396,595503,C
orf19.1946,,5,1459.3 ,703.0 ,0.5 ,0.352 ,0.380681422,0.048220069,0.6 ,0.023 ,275380,274481,C
orf19.4262,,5,401.1 ,193.3 ,0.5 ,0.508 ,0.365922911,0.119807861,0.6 ,0.041 ,559089,557647,C
orf19.3893,SCW11,5,2039.9 ,987.1 ,0.5 ,0.333 ,0.130668478,0.024749815,0.6 ,0.097 ,916885,918405,W
orf19.941,SEC14,5,3779.6 ,1839.1 ,0.5 ,0.091 ,0.067845096,0.000429371,0.6 ,0.026 ,88250,87345,C
orf19.4335,TNA1,5,869.7 ,431.6 ,0.5 ,0.229 ,0.16744796,0.015299576,0.6 ,0.031 ,681090,679558,C
orf19.568,SPE2,5,3163.7 ,1576.7 ,0.5 ,0.195 ,0.066856884,0.00565533,0.6 ,0.041 ,160775,159627,C
orf19.2654,RMS1,5,244.5 ,122.2 ,0.5 ,0.247 ,0.333016108,0.014307813,0.5 ,0.030 ,734722,736380,W
orf19.4010,PAN3,5,299.2 ,150.0 ,0.5 ,0.361 ,0.004026892,0.019271468,0.6 ,0.040 ,1133879,1135975,W
orf19.1973,HAP5,5,623.4 ,313.2 ,0.5 ,0.543 ,0.067839022,0.072258816,0.6 ,0.050 ,215592,214546,C
orf19.2647,ZCF14,5,223.1 ,112.2 ,0.5 ,0.355 ,0.490599219,0.055498059,0.6 ,0.023 ,755770,754184,C
orf19.587,,5,423.3 ,213.3 ,0.5 ,0.578 ,0.188988973,0.095240236,0.7 ,0.071 ,196724,197917,W
orf19.4312,,5,802.6 ,404.6 ,0.5 ,0.380 ,0.157649851,0.043489112,0.6 ,0.028 ,642679,644991,W
orf19.1959,,5,423.4 ,213.5 ,0.5 ,0.383 ,0.470504586,0.091546033,0.6 ,0.041 ,253350,254321,W
orf19.1961,,5,697.8 ,355.5 ,0.5 ,0.248 ,0.2823648,0.016898193,0.6 ,0.047 ,236456,234864,C
orf19.4142,,5,408.2 ,209.1 ,0.5 ,0.193 ,0.030006267,0.00599013,0.6 ,0.028 ,329793,328285,C
orf19.4346,,5,360.7 ,185.0 ,0.5 ,0.471 ,0.054605509,0.0409133,0.6 ,0.088 ,705913,699638,C
orf19.576,CTF8,5,1121.7 ,575.4 ,0.5 ,1.921 ,0.772689181,0.465156824,0.5 ,0.030 ,175559,176047,W
orf19.4033,PRP22,5,104.3 ,53.5 ,0.5 ,0.463 ,0.670993556,0.164926242,0.6 ,0.087 ,1164407,1161417,C
orf19.980,,5,3056.6 ,1598.3 ,0.5 ,0.330 ,0.071378606,0.016722476,0.6 ,0.068 ,21297,23504,W
